         Part Number       Quantity   Unit Cost  Unit Price     Total Cost    Total Price
            51080942              56        23.57        29.09         1319.92         1629.04
            30174319              22        29.51        33.43          649.22          735.46
            80101956              97        23.40        28.25         2269.80         2740.25
            80858072              98        13.32        16.89         1305.36         1655.22
            79891110               8        10.47        16.15           83.76          129.20
            69730813              84        12.39        17.64         1040.76         1481.76
            43891580              46        11.44        16.13          526.24          741.98
            40095023              62        18.63        24.31         1155.06         1507.22
            88046718              25        22.56        27.49          564.00          687.25
            63706075              21        15.39        21.26          323.19          446.46
            87209284              91        27.20        31.42         2475.20         2859.22
            64853503              41        12.51        16.82          512.91          689.62
            39458442              23        20.49        26.06          471.27          599.38
            65014865              54        28.95        34.28         1563.30         1851.12
            78039357              82        16.45        22.40         1348.90         1836.80
            12949685               6        26.89        30.96          161.34          185.76
            81982758              56        10.68        14.84          598.08          831.04
            59333352              73        25.88        29.43         1889.24         2148.39
            46738486              38        14.87        19.44          565.06          738.72
            29257517              83        10.76        13.93          893.08         1156.19
            86202831              47        29.26        35.23         1375.22         1655.81
            28166727               8        17.58        23.34          140.64          186.72
            31641263              48        20.95        26.17         1005.60         1256.16
            49142030              36        23.15        28.01          833.40         1008.36
            75268158              29        13.03        18.84          377.87          546.36
            83480974              83        23.94        29.53         1987.02         2450.99
            79153401              57        24.13        27.24         1375.41         1552.68
            82887766              39        16.82        21.55          655.98          840.45
            62283911               7        15.50        21.11          108.50          147.77
            21552284              30        10.40        15.18          312.00          455.40
            40749682              96        14.45        19.50         1387.20         1872.00
            31803679              94        23.14        26.61         2175.16         2501.34
            68458253              17        18.28        21.32          310.76          362.44
            74435780              64        24.09        29.58         1541.76         1893.12
            26383509              27        22.91        27.15          618.57          733.05
            31050885              78        18.33        21.95         1429.74         1712.10
            52715440              86        16.72        20.05         1437.92         1724.30
            86414890              27        10.02        14.42          270.54          389.34
            49493175              39        14.55        19.03          567.45          742.17
            38917581              77        26.47        31.07         2038.19         2392.39
            76502369               7        12.35        16.47           86.45          115.29
            72660734              37        22.74        27.19          841.38         1006.03
            73831091              86        25.67        30.20         2207.62         2597.20
            31081490               1        20.71        24.06           20.71           24.06
            77465093              70        16.94        22.83         1185.80         1598.10
            46182485              57        11.19        15.73          637.83          896.61
            58038988              62        13.42        17.69          832.04         1096.78
            76601028              28        21.49        25.62          601.72          717.36
            82701870              86        10.09        15.23          867.74         1309.78
            32216703              97        23.12        28.83         2242.64         2796.51
            53972005              43        22.81        28.51          980.83         1225.93
            84623811               2        15.66        20.90           31.32           41.80
            23375463              13        15.85        20.15          206.05          261.95
            84179853              47        12.93        18.61          607.71          874.67
            77465093              70        16.94        22.83         1185.80         1598.10
            64349453              14        18.46        23.84          258.44          333.76
            60027243              72        19.48        24.93         1402.56         1794.96
            56222908              32        15.37        20.22          491.84          647.04
            44928407              38        14.42        20.03          547.96          761.14
            70178351               1        19.18        24.56           19.18           24.56
            60716308              47        20.86        26.78          980.42         1258.66
            27572106              22        25.71        31.56          565.62          694.32
            50743173              92        24.91        29.66         2291.72         2728.72
            14599689              68        21.52        26.55         1463.36         1805.40
            19784361               6        18.19        21.20          109.14          127.20
            60289116               3        14.50        18.91           43.50           56.73
            84777768              66        11.40        14.53          752.40          958.98
            24467721               3        15.72        21.71           47.16           65.13
            50019335              63        18.86        23.04         1188.18         1451.52
            23842706              77        10.92        14.54          840.84         1119.58
            29022294              63        14.43        18.23          909.09         1148.49
            15276046              96        15.72        19.42         1509.12         1864.32
            58339617              68        13.73        18.72          933.64         1272.96
            14947415              10        16.17        21.10          161.70          211.00
            35539581              17        16.74        22.13          284.58          376.21
            70692724               6        19.41        22.88          116.46          137.28
            21340084              74        23.88        29.40         1767.12         2175.60
            11303142              47        10.56        16.35          496.32          768.45
            15495526              36        16.20        20.47          583.20          736.92
            59802180              33        13.26        17.79          437.58          587.07
            50134836               8        27.71        31.48          221.68          251.84
            85598406              64        10.32        14.12          660.48          903.68
            81946005              22        19.90        24.29          437.80          534.38
            49336268              99        15.02        18.51         1486.98         1832.49
            11458375             100        18.51        21.68         1851.00         2168.00
            76427814              70        21.25        24.36         1487.50         1705.20
            43777863              67        16.83        20.60         1127.61         1380.20
            78407458               4        16.28        21.33           65.12           85.32
            21390393              99        10.14        14.09         1003.86         1394.91
            64002588              59        20.18        24.44         1190.62         1441.96
            14375908              58        15.24        19.87          883.92         1152.46
            34189844              93        16.77        20.93         1559.61         1946.49
            47578754              90        26.20        30.44         2358.00         2739.60
            19103941              66        25.55        28.79         1686.30         1900.14
            77445705              30        29.18        33.65          875.40         1009.50
            47533952              96        11.85        15.79         1137.60         1515.84
            11531675              85        10.99        16.11          934.15         1369.35
            86767861              93        16.94        22.43         1575.42         2085.99
            66910032              10        12.87        17.11          128.70          171.10
            44137228              61        23.26        27.46         1418.86         1675.06
            31917171              58        23.27        27.29         1349.66         1582.82
            58045576              64        10.51        16.20          672.64         1036.80
            46318094              53        13.39        18.74          709.67          993.22
            46288741              98        26.86        32.62         2632.28         3196.76
            81106814               9        12.55        17.38          112.95          156.42
            47578754              90        26.20        30.44         2358.00         2739.60
            80437590              89        12.47        17.70         1109.83         1575.30
            27572106              22        25.71        31.56          565.62          694.32
            59474045              55        11.99        16.72          659.45          919.60
            84001619               3        20.58        24.48           61.74           73.44
            78206035              11        25.00        30.19          275.00          332.09
            30418386              42        23.72        28.11          996.24         1180.62
            43151607              65        13.59        19.16          883.35         1245.40
            50040763              32        14.71        20.02          470.72          640.64
            41721415              31        12.02        17.97          372.62          557.07
            23375463              13        15.85        20.15          206.05          261.95
            80924508              94        23.82        28.14         2239.08         2645.16
            70692724               6        19.41        22.88          116.46          137.28
            57301383              68        15.52        21.46         1055.36         1459.28
            37761798              48        13.31        17.97          638.88          862.56
            66910032              10        12.87        17.11          128.70          171.10
            56030075              46        18.62        22.81          856.52         1049.26
            32407988              15        28.85        34.65          432.75          519.75
            82258988              50        17.04        20.76          852.00         1038.00
            28560733              85        29.66        34.80         2521.10         2958.00
            37195393              94        25.99        29.97         2443.06         2817.18
            13201627              70        18.12        24.09         1268.40         1686.30
            50536431              89        26.48        29.98         2356.72         2668.22
            34311148              62        12.77        18.19          791.74         1127.78
            55473817              57        19.13        22.13         1090.41         1261.41
            76601028              28        21.49        25.62          601.72          717.36
            34549045               7        13.67        16.67           95.69          116.69
            38072280              17        22.95        28.65          390.15          487.05
            66955027              45        26.73        30.99         1202.85         1394.55
            14366464              32        10.12        15.81          323.84          505.92
            35390230              73        26.80        31.99         1956.40         2335.27
            50317035              30        22.64        25.68          679.20          770.40
            70401508              98        28.82        34.04         2824.36         3335.92
            73833666              69        21.75        26.11         1500.75         1801.59
            74543762              61        12.57        16.86          766.77         1028.46
            62159876              47        12.63        17.34          593.61          814.98
            36386359              60        12.09        17.21          725.40         1032.60
            32827437               8        20.49        24.73          163.92          197.84
            43984612              76        25.76        31.51         1957.76         2394.76
            31081490               1        20.71        24.06           20.71           24.06
            41989446              16        22.21        27.26          355.36          436.16
            44560715              50        13.19        17.67          659.50          883.50
            43436020              40        25.86        30.99         1034.40         1239.60
            16618211              24        17.44        20.78          418.56          498.72
            68324629               6        24.98        30.61          149.88          183.66
            22662424               1        11.84        15.28           11.84           15.28
            54404663              50        25.23        29.16         1261.50         1458.00
            83391843              30        20.31        23.67          609.30          710.10
            68740451               3        10.94        16.14           32.82           48.42
            44603982              11        14.04        18.87          154.44          207.57
            19121129              99        11.37        14.84         1125.63         1469.16
            79490708              84        10.37        15.25          871.08         1281.00
            80101873              62        28.13        32.28         1744.06         2001.36
            31761910              89        17.84        23.01         1587.76         2047.89
            72587977              76        24.53        29.75         1864.28         2261.00
            14578137              41        16.99        21.27          696.59          872.07
            84666631              32        28.79        34.75          921.28         1112.00
            68849001              21        11.90        15.56          249.90          326.76
            63798705              29        25.13        30.85          728.77          894.65
            83740526              23        19.56        22.59          449.88          519.57
            79170842              16        29.59        34.75          473.44          556.00
            34171236              19        24.01        29.29          456.19          556.51
            32728517              82        15.43        19.58         1265.26         1605.56
            41989446              16        22.21        27.26          355.36          436.16
            79195238              21        11.38        15.86          238.98          333.06
            88563106              11        11.74        16.01          129.14          176.11
            18398033              13        29.16        32.22          379.08          418.86
            57978117              10        28.15        33.61          281.50          336.10
            21523085              56        18.54        22.90         1038.24         1282.40
            63798705              29        25.13        30.85          728.77          894.65
            79334055              46        26.54        30.77         1220.84         1415.42
            31050885              78        18.33        21.95         1429.74         1712.10
            41610696               9        14.03        17.30          126.27          155.70
            76254359              49        10.58        14.73          518.42          721.77
            14379934              45        29.70        33.17         1336.50         1492.65
            43849621              22        20.16        23.82          443.52          524.04
            21291543              84        21.88        27.76         1837.92         2331.84
            39635549               8        28.02        33.32          224.16          266.56
            36473623              16        15.21        19.89          243.36          318.24
            33686751              46        20.10        23.74          924.60         1092.04
            79902221              71        22.07        25.66         1566.97         1821.86
            49559225              94        21.63        27.14         2033.22         2551.16
            33483040              55        24.25        28.48         1333.75         1566.40
            71387635              81        14.74        17.92         1193.94         1451.52
            39635549               8        28.02        33.32          224.16          266.56
            18059483              19        13.66        17.57          259.54          333.83
            86767861              93        16.94        22.43         1575.42         2085.99
            85941566              18        21.95        27.00          395.10          486.00
            65853384              51        18.67        22.56          952.17         1150.56
            50036717               8        24.69        28.73          197.52          229.84
            64463514               1        15.90        19.22           15.90           19.22
            23132529              24        24.77        28.34          594.48          680.16
            78629863               8        24.51        28.31          196.08          226.48
            61677125              39        27.05        32.57         1054.95         1270.23
            43941327              31        12.59        16.54          390.29          512.74
            62028894              95        28.44        33.25         2701.80         3158.75
            43715790              31        27.98        31.68          867.38          982.08
            34189844              93        16.77        20.93         1559.61         1946.49
            65915441              71        18.19        24.01         1291.49         1704.71
            77803747              70        26.72        29.74         1870.40         2081.80
            52715440              86        16.72        20.05         1437.92         1724.30
            13258730              62        19.61        24.99         1215.82         1549.38
            71912539               9        13.96        19.25          125.64          173.25
            28810429              81        29.49        33.01         2388.69         2673.81
            55263273              42        18.62        22.22          782.04          933.24
            17103483              86        24.10        27.36         2072.60         2352.96
            39341800              25        24.32        29.58          608.00          739.50
            35262107               8        14.46        19.91          115.68          159.28
            51138886              14        29.87        34.45          418.18          482.30
            16643747              76        20.80        26.65         1580.80         2025.40
            18982295              44        21.43        25.71          942.92         1131.24
            44137228              61        23.26        27.46         1418.86         1675.06
            30418386              42        23.72        28.11          996.24         1180.62
            70401508              98        28.82        34.04         2824.36         3335.92
            27176633              51        12.76        16.22          650.76          827.22
            58445058               2        21.96        27.41           43.92           54.82
            43416112              72        25.53        28.62         1838.16         2060.64
            50036717               8        24.69        28.73          197.52          229.84
            44603982              11        14.04        18.87          154.44          207.57
            54366510              24        13.73        18.58          329.52          445.92
            25372090              93        17.27        22.99         1606.11         2138.07
            36760711              52        18.94        23.46          984.88         1219.92
            34850784              89        12.43        15.68         1106.27         1395.52
            62839762              93        14.75        20.19         1371.75         1877.67
            49300488              61        10.69        16.28          652.09          993.08
            25725760              15        26.82        32.17          402.30          482.55
            50019335              63        18.86        23.04         1188.18         1451.52
            73833666              69        21.75        26.11         1500.75         1801.59
            37303335              98        14.00        19.04         1372.00         1865.92
            35303316              84        10.96        14.03          920.64         1178.52
            71351528              91        18.02        21.76         1639.82         1980.16
            17692750              97        18.54        23.26         1798.38         2256.22
            48635725              21        18.82        23.72          395.22          498.12
            85466608              62        12.70        16.12          787.40          999.44
            37511487              37        25.77        30.34          953.49         1122.58
            24718062              29        24.71        30.57          716.59          886.53
            66955027              45        26.73        30.99         1202.85         1394.55
            73556705              24        21.20        25.96          508.80          623.04
            16618211              24        17.44        20.78          418.56          498.72
            27640169              59        10.52        15.35          620.68          905.65
            65915441              71        18.19        24.01         1291.49         1704.71
            15431795              95        15.33        19.15         1456.35         1819.25
            64418724               9        21.15        25.22          190.35          226.98
            41721415              31        12.02        17.97          372.62          557.07
            70937179              64        12.78        17.75          817.92         1136.00
            70811150              90        27.85        33.48         2506.50         3013.20
            79153401              57        24.13        27.24         1375.41         1552.68
            83480974              83        23.94        29.53         1987.02         2450.99
            79902221              71        22.07        25.66         1566.97         1821.86
            38917581              77        26.47        31.07         2038.19         2392.39
            22971931              40        17.84        23.59          713.60          943.60
            79490708              84        10.37        15.25          871.08         1281.00
            68849001              21        11.90        15.56          249.90          326.76
            49336268              99        15.02        18.51         1486.98         1832.49
            42578554              20        17.59        21.44          351.80          428.80
            43777863              67        16.83        20.60         1127.61         1380.20
            78023688              28        29.67        35.41          830.76          991.48
            65237455              56        12.63        17.39          707.28          973.84
            77514121              29        23.08        26.38          669.32          765.02
            77803747              70        26.72        29.74         1870.40         2081.80
            85525597              18        17.05        22.42          306.90          403.56
            15183855              18        24.59        29.80          442.62          536.40
            45117011             100        19.02        24.56         1902.00         2456.00
            29884085              52        26.47        30.46         1376.44         1583.92
            27972823              12        28.73        32.17          344.76          386.04
            82011078              13        18.39        23.28          239.07          302.64
            46318094              53        13.39        18.74          709.67          993.22
            88491828              34        29.57        34.24         1005.38         1164.16
            86457838              45        22.84        25.86         1027.80         1163.70
            80767659              23        26.89        31.88          618.47          733.24
            23180207              23        21.63        25.79          497.49          593.17
            17800899              16        22.20        26.01          355.20          416.16
            26923610              35        21.70        25.06          759.50          877.10
            83582158              67        22.44        26.30         1503.48         1762.10
            62839762              93        14.75        20.19         1371.75         1877.67
            33429908              40        26.09        30.14         1043.60         1205.60
            54221156              93        13.04        18.12         1212.72         1685.16
            73657743              49        19.68        23.46          964.32         1149.54
            27176633              51        12.76        16.22          650.76          827.22
            70937179              64        12.78        17.75          817.92         1136.00
            26782989              32        17.16        20.93          549.12          669.76
            40036792              65        17.31        23.16         1125.15         1505.40
            39347416              68        18.06        23.68         1228.08         1610.24
            18659990              43        15.01        20.76          645.43          892.68
            28232368              63        19.07        23.98         1201.41         1510.74
            63758855              39        11.25        14.70          438.75          573.30
            63435178              55        22.04        27.16         1212.20         1493.80
            18659990              43        15.01        20.76          645.43          892.68
            46182485              57        11.19        15.73          637.83          896.61
            16768461              35        10.07        15.28          352.45          534.80
            18977685              81        16.39        20.36         1327.59         1649.16
            70811150              90        27.85        33.48         2506.50         3013.20
            81296480              90        25.59        31.13         2303.10         2801.70
            52968876              99        11.77        17.62         1165.23         1744.38
            60123854              80        22.90        26.34         1832.00         2107.20
            15555649              71        18.67        22.08         1325.57         1567.68
            40299841              50        28.50        31.89         1425.00         1594.50
            59128090              11        16.39        20.12          180.29          221.32
            72247784              90        11.52        17.26         1036.80         1553.40
            74497902              82        20.00        23.21         1640.00         1903.22
            82701870              86        10.09        15.23          867.74         1309.78
            47533952              96        11.85        15.79         1137.60         1515.84
            31665020              26        15.76        18.78          409.76          488.28
            81379037              14        27.74        31.56          388.36          441.84
            54756389               6        10.30        13.48           61.80           80.88
            49045379              25        14.14        19.04          353.50          476.00
            17358405              66        15.82        21.08         1044.12         1391.28
            44560715              50        13.19        17.67          659.50          883.50
            29435965              39        25.28        31.23          985.92         1217.97
            61130267              34        10.88        14.34          369.92          487.56
            77514121              29        23.08        26.38          669.32          765.02
            83980353              56        20.50        25.99         1148.00         1455.44
            77085365              41        22.53        26.66          923.73         1093.06
            27270146              81        23.52        27.65         1905.12         2239.65
            30739126              14        27.83        33.29          389.62          466.06
            54221156              93        13.04        18.12         1212.72         1685.16
            47296985               1        10.99        15.81           10.99           15.81
            68458253              17        18.28        21.32          310.76          362.44
            11303142              47        10.56        16.35          496.32          768.45
            84666631              32        28.79        34.75          921.28         1112.00
            44928407              38        14.42        20.03          547.96          761.14
            78206035              11        25.00        30.19          275.00          332.09
            71351528              91        18.02        21.76         1639.82         1980.16
            43715790              31        27.98        31.68          867.38          982.08
            15183855              18        24.59        29.80          442.62          536.40
            76427814              70        21.25        24.36         1487.50         1705.20
            28342656               2        26.18        30.82           52.36           61.64
            62481686              38        27.38        31.15         1040.44         1183.70
            21323997              81        12.74        16.19         1031.94         1311.39
            54366510              24        13.73        18.58          329.52          445.92
            75647204              28        19.39        24.87          542.92          696.36
            42770709              50        12.19        15.44          609.50          772.00
            88491828              34        29.57        34.24         1005.38         1164.16
            77189549              21        21.15        24.64          444.15          517.44
            52555493              21        20.65        25.19          433.65          528.99
            80767659              23        26.89        31.88          618.47          733.24
            85699185              26        13.43        19.23          349.18          499.98
            14698138              39        15.68        21.08          611.52          822.12
            48635725              21        18.82        23.72          395.22          498.12
            49142030              36        23.15        28.01          833.40         1008.36
            85466608              62        12.70        16.12          787.40          999.44
            31917171              58        23.27        27.29         1349.66         1582.82
            35303316              84        10.96        14.03          920.64         1178.52
            56953445              35        21.16        25.85          740.60          904.75
            49559225              94        21.63        27.14         2033.22         2551.16
            48583427              80        15.99        20.68         1279.20         1654.40
            57739204               1        23.02        27.52           23.02           27.52
            63758855              39        11.25        14.70          438.75          573.30
            83980353              56        20.50        25.99         1148.00         1455.44
            27640169              59        10.52        15.35          620.68          905.65
            71529535              21        27.36        31.04          574.56          651.84
            60027243              72        19.48        24.93         1402.56         1794.96
            26923610              35        21.70        25.06          759.50          877.10
            27972823              12        28.73        32.17          344.76          386.04
            42145649              30        19.23        24.90          576.90          747.00
            14366464              32        10.12        15.81          323.84          505.92
            32913509              42        11.94        16.43          501.48          690.06
            31803679              94        23.14        26.61         2175.16         2501.34
            80924508              94        23.82        28.14         2239.08         2645.16
            15555649              71        18.67        22.08         1325.57         1567.68
            39898842               8        20.69        25.42          165.52          203.36
            42884653              91        15.56        19.32         1415.96         1758.12
            58038988              62        13.42        17.69          832.04         1096.78
            88452976              45        13.45        17.83          605.25          802.35
            54036898              68        10.71        13.78          728.28          937.04
            60716308              47        20.86        26.78          980.42         1258.66
            40278707              84        20.15        24.30         1692.60         2041.20
            78122228              85        13.73        18.55         1167.05         1576.75
            35539581              17        16.74        22.13          284.58          376.21
            27240862              43        28.12        31.28         1209.16         1345.04
            15388347              59        27.85        32.62         1643.15         1924.58
            55263273              42        18.62        22.22          782.04          933.24
            88189478              86        15.24        19.55         1310.64         1681.30
            72771191               3        17.78        23.31           53.34           69.93
            67515582              61        17.43        20.59         1063.23         1255.99
            27470967              10        16.17        20.36          161.70          203.60
            86414890              27        10.02        14.42          270.54          389.34
            56884152               4        15.70        21.26           62.80           85.04
            40171345              51        17.93        21.06          914.43         1074.06
            65537294              64        21.96        27.57         1405.44         1764.48
            58759637              78        15.20        18.21         1185.60         1420.38
            28062267              47        14.68        18.06          689.96          848.82
            58445058               2        21.96        27.41           43.92           54.82
            65014865              54        28.95        34.28         1563.30         1851.12
            50310242              84        10.30        13.80          865.20         1159.20
            82887766              39        16.82        21.55          655.98          840.45
            72591229              27        15.58        20.41          420.66          551.07
            40278707              84        20.15        24.30         1692.60         2041.20
            55842246              48        15.98        21.43          767.04         1028.64
            36020570              22        15.27        19.78          335.94          435.16
            28062267              47        14.68        18.06          689.96          848.82
            23180207              23        21.63        25.79          497.49          593.17
            35141667              98        21.15        26.43         2072.70         2590.14
            80581530              95        11.64        15.99         1105.80         1519.05
            37303335              98        14.00        19.04         1372.00         1865.92
            47216256              83        24.21        30.02         2009.43         2491.66
            50310242              84        10.30        13.80          865.20         1159.20
            38932471              34        12.93        17.33          439.62          589.22
            11531675              85        10.99        16.11          934.15         1369.35
            44493871              38        21.74        24.88          826.12          945.44
            86232263              80        11.06        14.93          884.80         1194.40
            35631998              79        25.89        29.56         2045.31         2335.24
            74627727              31        23.93        28.06          741.83          869.86
            21098319              27        16.73        20.84          451.71          562.68
            64382696              86        15.98        20.57         1374.28         1769.02
            56222908              32        15.37        20.22          491.84          647.04
            18422552             100        22.06        27.26         2206.00         2726.00
            87209284              91        27.20        31.42         2475.20         2859.22
            41677726              77        14.76        18.57         1136.52         1429.89
            38280325              17        12.94        16.01          219.98          272.17
            83361455              50        10.14        16.07          507.00          803.50
            24388225              28        17.90        22.64          501.20          633.92
            69865581              94        21.26        26.45         1998.44         2486.30
            55371335              27        18.18        23.50          490.86          634.50
            86202831              47        29.26        35.23         1375.22         1655.81
            20766559              15        17.28        21.88          259.20          328.20
            72874936               5        18.34        22.96           91.70          114.80
            80955309               3        16.51        20.07           49.53           60.21
            81138617              46        15.15        19.76          696.90          908.96
            85699860              21        20.28        23.37          425.88          490.77
            65853384              51        18.67        22.56          952.17         1150.56
            64853503              41        12.51        16.82          512.91          689.62
            81296480              90        25.59        31.13         2303.10         2801.70
            34389249              83        17.68        22.58         1467.44         1874.14
            78122228              85        13.73        18.55         1167.05         1576.75
            58609625               1        23.58        27.78           23.58           27.78
            21314622              60        18.99        24.19         1139.40         1451.40
            14375908              58        15.24        19.87          883.92         1152.46
            52700852              67        28.70        31.79         1922.90         2129.93
            31396612              63        15.52        21.11          977.76         1329.93
            83637016              69        27.45        31.72         1894.05         2188.68
            46132369              64        28.23        32.34         1806.72         2069.76
            17327188              41        23.79        28.18          975.39         1155.38
            28232368              63        19.07        23.98         1201.41         1510.74
            63689991              40        26.49        31.87         1059.60         1274.80
            75541722              78        22.80        25.97         1778.40         2025.66
            79891110               8        10.47        16.15           83.76          129.20
            42978025              89        27.65        33.36         2460.85         2969.04
            38561693              47        18.00        22.00          846.00         1034.00
            49013255              89        18.32        24.27         1630.48         2160.03
            26782989              32        17.16        20.93          549.12          669.76
            56044625              77        26.84        30.00         2066.68         2310.00
            32945551              21        21.25        26.10          446.25          548.10
            40036792              65        17.31        23.16         1125.15         1505.40
            34850784              89        12.43        15.68         1106.27         1395.52
            84777768              66        11.40        14.53          752.40          958.98
            75647204              28        19.39        24.87          542.92          696.36
            22142782              41        17.65        21.80          723.65          893.80
            78907535              46        22.91        27.32         1053.86         1256.72
            72660734              37        22.74        27.19          841.38         1006.03
            49052689              79        23.14        27.68         1828.06         2186.72
            36020570              22        15.27        19.78          335.94          435.16
            15388347              59        27.85        32.62         1643.15         1924.58
            80203561               4        28.03        32.89          112.12          131.56
            28458648              97        19.67        22.73         1907.99         2204.81
            43210345              76        11.33        14.55          861.08         1105.80
            80084832              35        23.91        28.79          836.85         1007.65
            51080942              56        23.57        29.09         1319.92         1629.04
            67515582              61        17.43        20.59         1063.23         1255.99
            40095023              62        18.63        24.31         1155.06         1507.22
            59734200              12        25.75        31.22          309.00          374.64
            27470967              10        16.17        20.36          161.70          203.60
            68262175              92        19.83        24.50         1824.36         2254.00
            87553231              70        23.79        28.20         1665.30         1974.00
            67167784               7        20.82        24.08          145.74          168.56
            60123854              80        22.90        26.34         1832.00         2107.20
            88046718              25        22.56        27.49          564.00          687.25
            57301383              68        15.52        21.46         1055.36         1459.28
            12949685               6        26.89        30.96          161.34          185.76
